96.59778046,97761.59202
48.00289214,27613.98921
47.93975578,29410.18775
47.80902582,15789.59753
69.78442711,20953.38345
12.27053954,12185.7331
43.54696698,10999.02616
77.07068038,19178.19075
58.13940459,1994.398075
15.39483108,19529.5324
44.43100506,18065.59565
73.46343583,29564.95235
76.6127689,28110.09571
29.26804956,23989.99433
11.37776013,2028.689684
86.52235013,43844.52282
58.202467,10083.26245
102.8683064,143019.167
79.40230718,22800.20539
63.12717251,17372.28815
20.88477242,14947.9916
93.63150018,72222.77033
74.02260945,31385.51095
76.68046386,8677.74845
80.48605665,18077.6588
59.49943166,10545.78495
89.26525489,57300.97941
21.87298647,17424.61618
83.06360975,28954.85032
92.93714164,60346.99765
76.32752224,12180.52129
38.46307744,25417.67198
60.80861927,6315.253821
67.08179703,4106.669029
40.16497555,8545.457695
11.16016647,6824.604122
13.35356322,14820.31066
49.88065219,20252.31616
32.97375929,24508.17445
35.68856008,12566.71698
60.731128,6735.020909
69.34309997,23194.23507
15.77838737,13733.65822
68.92238623,9840.512552
82.50314321,41754.17872
88.88632577,39508.11506
30.76568671,24174.35479
47.74727963,4877.641347
97.39348596,81558.18931
93.90005422,66264.64235
31.31414268,11149.94426
19.94537532,1198.170501
39.88647569,28795.22826
86.49158046,40395.87641
41.77456679,15844.03658
95.87002192,89534.05332
54.01071299,17477.62934
93.56879253,54028.28097
16.54919785,24506.57515
76.00037142,16257.67546
46.37288164,25654.72248
18.97257725,28308.61604
72.00769595,21014.23584
9.629311068,17611.05939
33.89211052,13043.64612
73.46878376,7531.888872
76.38531942,20081.6044
75.60750521,33378.47767
89.64198803,52652.06303
21.504191,24251.1533
20.5782724,19768.53249
40.49908428,10652.42094
67.78732869,26291.13426
8.903285807,29148.92902
97.44741226,91105.84199
64.50823686,17485.90815
102.5486296,129089.9917
39.66396359,17954.06567
77.09693726,35328.04275
101.6006278,145385.4612
48.59725283,27935.87495
83.46744026,21988.411
72.66681638,26029.75112
88.98011587,34284.96615
96.34590225,90420.88005
62.11889538,4724.323358
24.88050144,29861.49552
71.77601158,6330.855089
49.49445048,23950.53127
33.5710548,3323.645221
86.22670783,50901.55633
67.88099151,8813.401371
17.1894338,29564.0501
43.64492821,20927.37119
102.3916706,147687.9104
48.31970827,3378.732888
38.83993443,4399.466632
27.23012457,13526.26223
19.22447566,22652.88941
21.7253904,7690.053287
